NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause Code Progression,Cause Code,Cause 1,Cause 2,Cause 3,Cause 4,Month
3018677,2022-05-11,2022-05-11,07:26:24,07:28:00,3520.0,2200000.0,"1,600",164.5,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3020967,2022-05-12,2022-05-12,08:02:26,08:09:00,17640.0,2686000.0,"6,567",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3021604,2022-05-12,2022-05-12,09:17:26,09:21:00,9485.0,2659000.0,"3,567",164.3,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3016459,2022-05-10,2022-05-10,07:30:25,08:34:01,301925.0,4747000.0,"63,600",176.3,179.9,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 64,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3016546,2022-05-10,2022-05-10,07:46:26,07:50:02,14815.0,4115000.0,"3,600",181.6,185.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018859,2022-05-11,2022-05-11,08:09:25,08:12:01,9010.0,3465000.0,"2,600",181.6,185.0,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018952,2022-05-11,2022-05-11,08:30:25,08:35:03,11213.0,2420000.0,"4,633",181.6,183.7,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3019768,2022-05-11,2022-05-11,16:42:28,16:45:03,7752.0,3001000.0,"2,583",163.6,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3016551,2022-05-10,2022-05-10,07:47:26,08:10:03,90485.0,4001000.0,"22,617",175.8,180.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 23,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3016918,2022-05-10,2022-05-10,08:34:27,08:37:00,5770.0,2263000.0,"2,550",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3017193,2022-05-10,2022-05-10,09:19:26,09:24:00,11218.0,2457000.0,"4,567",179.6,181.7,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3017304,2022-05-10,2022-05-10,11:49:27,12:18:00,137612.0,4820000.0,"28,550",159.0,161.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,defective truck (s),VWM 3,"[000], [HBD], [000]",HBD,Defective Truck(s),Defective Truck,Incident (Stranded Vehicle),Incident,9
3017309,2022-05-10,2022-05-10,12:19:26,12:21:00,3290.0,2100000.0,"1,567",163.5,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3017837,2022-05-10,2022-05-10,16:59:28,17:01:00,3067.0,2000000.0,"1,533",157.6,159.6,A,1,A1,descending,Hengelo,Buren,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018169,2022-05-10,2022-05-10,17:35:28,17:39:00,7750.0,2193000.0,"3,533",181.6,183.7,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018395,2022-05-10,2022-05-10,18:06:28,18:08:01,3410.0,2200000.0,"1,550",161.0,163.2,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018686,2022-05-11,2022-05-11,07:28:24,07:30:03,5280.0,3200000.0,"1,650",163.8,167.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3018862,2022-05-11,2022-05-11,08:10:26,08:14:00,8590.0,2408000.0,"3,567",163.5,165.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3020165,2022-05-11,2022-05-11,17:34:28,17:37:01,5785.0,2269000.0,"2,550",162.2,164.4,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042427,2022-05-24,2022-05-24,07:51:26,07:53:00,5953.0,3800000.0,"1,567",160.6,164.4,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3036551,2022-05-19,2022-05-19,19:01:26,19:03:00,3290.0,2100000.0,"1,567",160.7,162.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037116,2022-05-20,2022-05-20,12:28:27,12:41:00,39027.0,3110000.0,"12,550",181.6,183.9,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,traffic jam outside rush hour (no cause reported),VWM 13,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037459,2022-05-20,2022-05-20,14:24:28,14:26:00,3680.0,2400000.0,"1,533",172.0,174.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040121,2022-05-23,2022-05-23,07:47:26,07:49:00,3133.0,2000000.0,"1,567",163.3,165.3,N,2,N2,descending,Veldhoven-Zuid,Veldhoven,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040287,2022-05-23,2022-05-23,08:13:26,08:15:02,5120.0,3200000.0,"1,600",181.5,184.7,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3041848,2022-05-23,2022-05-23,17:49:28,18:03:00,34055.0,2516000.0,"13,533",161.0,164.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042726,2022-05-24,2022-05-24,08:25:27,08:32:01,15443.0,2352000.0,"6,567",159.3,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3036558,2022-05-19,2022-05-19,19:05:26,19:07:00,4387.0,2800000.0,"1,567",161.3,164.1,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3036957,2022-05-20,2022-05-20,11:01:27,11:04:00,5395.0,2116000.0,"2,550",164.4,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037041,2022-05-20,2022-05-20,11:47:27,11:51:00,11487.0,3236000.0,"3,550",163.9,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037124,2022-05-20,2022-05-20,12:35:27,12:40:02,12937.0,2823000.0,"4,583",163.8,167.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037334,2022-05-20,2022-05-20,13:57:28,14:58:00,317700.0,5248000.0,"60,533",181.5,184.7,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 61,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037564,2022-05-20,2022-05-20,14:41:27,15:12:00,93237.0,3052000.0,"30,550",163.0,165.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 31,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042228,2022-05-24,2022-05-24,07:12:24,07:19:00,20295.0,3075000.0,"6,600",162.9,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042443,2022-05-24,2022-05-24,07:53:26,08:16:00,46462.0,2059000.0,"22,567",180.6,182.8,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 23,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3038077,2022-05-20,2022-05-20,15:47:28,16:03:01,39400.0,2534000.0,"15,550",163.6,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 16,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3041656,2022-05-23,2022-05-23,17:26:28,17:36:00,27225.0,2856000.0,"9,533",154.5,157.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 10,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3041754,2022-05-23,2022-05-23,17:37:28,17:39:00,3987.0,2600000.0,"1,533",157.6,160.2,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042452,2022-05-24,2022-05-24,07:55:26,07:59:00,12847.0,3602000.0,"3,567",162.0,165.3,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042543,2022-05-24,2022-05-24,08:05:26,08:07:00,3447.0,2200000.0,"1,567",164.5,166.7,A,1,A1,descending,Oldenzaal,Hengelo-Noord,Duitse grens,Hengelo,rush hour traffic jam (no cause reported) with work found in spin,VWM 2,[000],002,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,9
3037141,2022-05-20,2022-05-20,12:41:27,12:47:00,16257.0,2929000.0,"5,550",163.4,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 6,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040141,2022-05-23,2022-05-23,07:51:26,07:53:00,3133.0,2000000.0,"1,567",163.2,165.2,N,2,N2,descending,Veldhoven-Zuid,Veldhoven,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040222,2022-05-23,2022-05-23,08:01:26,09:00:55,251490.0,4228000.0,"59,483",159.2,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,accident (len),VWM 14,"[000], [ACI], [ACA]",ACI,Accidents,Accident,Accident,Accident,9
3040224,2022-05-23,2022-05-23,08:02:26,08:04:00,6110.0,3900000.0,"1,567",179.3,183.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042252,2022-05-24,2022-05-24,07:19:25,07:27:00,22593.0,2979000.0,"7,583",164.4,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042358,2022-05-24,2022-05-24,07:42:26,08:07:00,82138.0,3343000.0,"24,567",164.0,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 25,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042457,2022-05-24,2022-05-24,07:55:26,08:00:04,16375.0,3534000.0,"4,633",181.6,185.1,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042971,2022-05-24,2022-05-24,08:54:27,09:39:05,228237.0,5114000.0,"44,633",176.8,179.0,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,accident (len),VWM 2,"[000], [ACI], [ACA]",ACI,Accidents,Accident,Accident,Accident,9
3036983,2022-05-20,2022-05-20,11:15:27,11:41:00,84772.0,3318000.0,"25,550",164.3,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 26,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037894,2022-05-20,2022-05-20,15:25:28,15:44:01,75988.0,4096000.0,"18,550",181.6,184.7,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 19,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040589,2022-05-23,2022-05-23,09:30:26,09:34:00,7490.0,2100000.0,"3,567",153.4,155.5,A,58,A58,descending,Stelleplas,Heinkenszand,Vlissingen,Bergen op Zoom,rush hour traffic jam (no cause reported) with work found in spin,VWM 4,[000],002,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,9
3042562,2022-05-24,2022-05-24,08:07:26,09:22:00,328185.0,4401000.0,"74,567",164.4,168.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 75,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042566,2022-05-24,2022-05-24,08:07:26,08:13:01,16507.0,2956000.0,"5,583",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042661,2022-05-24,2022-05-24,08:19:27,08:21:00,5735.0,3700000.0,"1,550",179.5,183.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037151,2022-05-20,2022-05-20,12:48:27,12:53:00,13367.0,2938000.0,"4,550",164.5,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 5,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037811,2022-05-20,2022-05-20,15:15:27,15:17:00,5890.0,3800000.0,"1,550",181.6,185.4,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3039970,2022-05-23,2022-05-23,07:01:24,07:21:00,66718.0,3404000.0,"19,600",164.4,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 20,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040070,2022-05-23,2022-05-23,07:39:25,07:41:00,3800.0,2400000.0,"1,583",181.9,184.3,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040237,2022-05-23,2022-05-23,08:04:26,08:13:00,28572.0,3335000.0,"8,567",180.8,183.5,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042468,2022-05-24,2022-05-24,07:56:26,07:59:00,5967.0,2325000.0,"2,567",159.4,161.7,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042570,2022-05-24,2022-05-24,08:08:26,08:13:00,15105.0,3308000.0,"4,567",175.9,179.1,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042668,2022-05-24,2022-05-24,08:20:27,08:24:00,7683.0,2164000.0,"3,550",163.8,166.1,A,1,A1,descending,Oldenzaal,Hengelo-Noord,Duitse grens,Hengelo,rush hour traffic jam (no cause reported) with work found in spin,VWM 4,[000],002,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,9
3038105,2022-05-20,2022-05-20,15:50:28,16:04:01,64067.0,4728000.0,"13,550",181.6,185.3,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040154,2022-05-23,2022-05-23,07:53:26,07:55:02,4800.0,3000000.0,"1,600",181.9,184.9,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040601,2022-05-23,2022-05-23,09:40:26,16:04:33,1914578.0,4984000.0,"384,117",152.3,155.6,A,58,A58,descending,Heinkenszand,De Poel,Vlissingen,Bergen op Zoom,activities (and traffic jam outside spits without cause),VWM 68,"[000], [RWK]",RWK,Road Works,Works,Works,Construction and Planned Maintenance,9
3037725,2022-05-20,2022-05-20,15:03:27,15:12:00,23897.0,2795000.0,"8,550",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 9,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042279,2022-05-24,2022-05-24,07:27:25,07:41:00,43480.0,3201000.0,"13,583",162.7,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042379,2022-05-24,2022-05-24,07:44:26,07:48:00,7973.0,2236000.0,"3,567",163.2,165.3,N,2,N2,descending,Veldhoven-Zuid,Veldhoven,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3036117,2022-05-19,2022-05-19,17:29:29,18:16:04,150143.0,3223000.0,"46,583",163.2,165.3,N,2,N2,descending,Veldhoven-Zuid,Veldhoven,Leenderheide,Batadorp,defective vehicle (s),VWM 3,"[000], [BKD]",BKD,Defective Vehicle(s),Defective Vehicle,Incident (Stranded Vehicle),Incident,9
3037827,2022-05-20,2022-05-20,15:17:27,15:22:00,11257.0,2474000.0,"4,550",179.6,181.8,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037830,2022-05-20,2022-05-20,15:17:27,15:21:00,7697.0,2168000.0,"3,550",181.6,183.7,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3041791,2022-05-23,2022-05-23,17:41:28,17:48:00,18295.0,2800000.0,"6,533",158.7,162.0,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042390,2022-05-24,2022-05-24,07:46:26,07:49:00,6237.0,2430000.0,"2,567",177.1,179.6,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042487,2022-05-24,2022-05-24,07:59:26,08:02:00,8910.0,3471000.0,"2,567",162.4,166.7,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3037182,2022-05-20,2022-05-20,13:01:27,13:09:00,22402.0,2967000.0,"7,550",163.8,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 8,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040089,2022-05-23,2022-05-23,07:42:26,07:45:02,5720.0,2200000.0,"2,600",180.3,182.5,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042789,2022-05-24,2022-05-24,08:32:27,08:35:04,6787.0,2594000.0,"2,617",159.5,162.1,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3036326,2022-05-19,2022-05-19,17:52:28,18:47:00,115343.0,2115000.0,"54,533",181.6,183.3,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 55,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3038037,2022-05-20,2022-05-20,15:42:28,15:50:02,22578.0,2984000.0,"7,567",181.6,184.0,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040008,2022-05-23,2022-05-23,07:20:25,09:10:02,403495.0,3681000.0,"109,617",164.3,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 110,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3040663,2022-05-23,2022-05-23,11:22:26,11:25:02,5200.0,2000000.0,"2,600",164.4,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3042913,2022-05-24,2022-05-24,08:45:27,08:49:00,10850.0,3056000.0,"3,550",159.6,162.7,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
3038235,2022-05-20,2022-05-20,16:06:28,16:21:00,39982.0,2751000.0,"14,533",163.3,165.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 15,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,9
